Review #,Brand,Variety,Style,Country,Stars
1713,CarJEN,Otentiq Cheezy Mushroom Instant Noodles,3,20,5
1714,Master Kong,Sichuan Hot Spicy Fish,3,6,3.75
1715,Yum Yum,Instant Noodles Minced Pork Flavor,3,34,3.75
1716,Mama,Instant Noodles Egg Protein Noodles,3,22,3.5
1717,Lee Fah Mee,29 White Laksa Instant Noodle,3,29,4
1718,Vina Acecook,Hao Hao Sate Onion Flavour,2,37,2.5
1719,Wai Wai,Grilled Pork Flavour Instant Noodles,1,34,2.5
1720,Mamee,Chef Lontong Flavour,2,20,5
1721,Salam Mie,Mi Goreng Dengan Abon,3,18,4.25
1722,CarJEN,Otentiq Cheezy Curry Instant Noodles,3,20,4.5
1723,Baixiang Noodles,Artificial Beef Instant Noodles With Soup Base,3,6,3.75
1724,Pirkka,Nuudeli Liha Nudlar Kott,3,11,3.5
1725,A-Sha Dry Noodle,Veggie Noodle Black Sesame Noodle,3,33,3.25
1726,Vina Acecook,Oh! Ricey Pho Ga,1,37,3
1727,Wei Lih,Jah Jan Men,1,33,5
1728,Yamadai,Tenobe Somen,1,19,3.25
1729,Vedan,Zan Vegetarian Instant Noodle Series Shiitake Mushroom Flavour,2,33,2.75
1730,Wu-Mu,BBQ Pork Flavor Chow Mein,3,33,4.5
1731,Mama,Instant Noodles Creamy Shrimp Tom Yum Flavour,3,4,5
1732,Super,Seafood Flavour Noodles,2,20,3.25
1733,Bonasia,Instant Noodles Beef Flavour,3,12,3.75
1734,Koka,Laksa Singapura,3,30,4.25
1735,Master Kong,Tomato Sauce Instant Noodle,1,6,4
1736,Mamee,Monster Snek Mi Pedas,3,20,5
1737,Mi Sedaap,Instant Cup Mi Goreng,2,18,3.75
1738,Little Cook,Instant Noodles Shrimp Tom Yum Flavour,2,34,4.25
1739,Nissin,Raoh Tanrei Koku Shio Ramen,1,19,4.5
1740,Master Kong,Braised Beef Noodle,3,6,4.25
1741,Myojo,Udon 19ese Style Pre-Cooked Noodles With Soup Chicken Flavor,1,36,2.5
1742,Aroi,Curry Me! Penang White Curry Stir-fry Noodle,3,20,4.5
1743,Mama,Rangers Snack Noodles Shrimp Tom Yum Flavour,3,22,4.5
1744,A-Sha Dry Noodle,Veggie Noodle Baby Grass Noodle With Toona Sauce,3,33,5
1745,Unox,Good Noodles Kerrie,3,24,3.5
1746,Marutai,Ramen Shoyu Taste,1,19,4.25
1747,Vit's,Curry Instant Noodles,3,20,3.5
1748,Azami,Chili Chicken Flavour Noodle Soup,2,5,3
1749,Yum Yum,Jumbo Instant Noodles Tom Yum Kung Creamy Flavour,3,34,5
1750,Mi Sedaap,Instant Cup Mi Kuah Rasa Soto,2,18,5
1751,Mom's Dry Noodle,Spicy & Sour Flavor,3,33,5
1752,Kuriki,Mayo Ramen,3,19,4.75
1753,Thai Smile,Garlic Rice Noodle Soup Bowl,1,36,3.5
1754,Paldo,King Bowl Super Spicy Pan Stirfried Noodle,1,31,5
1755,Mama,Oriental Style Instant Noodles Hot & Spicy Flavour,3,2,4
1756,A-Sha Dry Noodle,Veggie Noodle Carrot Noodle With Original Sauce,3,33,4.25
1757,iMee,Instant Noodles Beef Flavour,3,24,3.25
1758,Vit's,Duck Instant Noodles,3,20,3.5
1759,Nissin,Cup Noodles Moo Manao Flavour,2,34,4
1760,New Touch,Homestyle Tonjiru,1,19,4.5
1761,Authentically Asian,Natural Quality Foods Pad Thai Noodle Bowl,1,36,1
1762,Mom's Dry Noodle,Sesame & Pepper,3,33,4
1763,Ishimaru,Tuna Flavor Ramen,3,19,4.5
1764,Pirkka,Nuudeli Tom Yum Katkarapu,3,11,3.75
1765,Nissin,Cup Noodles Ramen Noodles With Shrimp (New Package) ,2,36,3.5
1766,Paldo,Bulnak Boeummyun King Noodle,1,31,3.5
1767,Mama,Instant Noodles Shrimp Tom Yum Flavour,3,4,4
1768,New Touch,Negi Miso No Ippin Ramen,1,19,5
1769,Mamee,Chef Lontong Flavour,3,20,5
1770,JML,Spicy King Bowl Noodle Spicy Pork,1,6,4.5
1771,JML,Supreme Bowl Noodles With Stewed Egg Braised Beef Flavour,1,6,3.5
1772,JML,Spicy King Spicy Beef,3,6,5
1773,JML,Supreme Bowl Noodles With Stewed Egg Sour Beans With Pork Flavour,1,6,4
1774,JML,Spicy King Spicy Pork,3,6,5
1775,JML,Spicy King Bowl Noodle Spicy Beef,1,6,4.25
1776,JML,Spicy King Bowl Noodle Spicy Chicken,1,6,5
1777,JML,Supereme Bowl Noodles With Stewed Egg Spicy Flavour,1,6,3.5
1778,JML,Spicy King Spicy Chicken,3,6,5
1779,Chering Chang,Instant Non-Fried Noodles Tomato Flavour,3,33,3.25
1780,Pulmuone,Non-Fried Noodle Blackbean Sauce Noodle With Squid,3,31,4.5
1781,MyKuali,Penang Hokkien Prawn Soup Rice Vermicelli (Bihun),1,20,5
1782,Western Family,Beef Flavour Instant Noodles,3,5,0
1783,iMee,Instant Noodles Creamy Tom Yum Shrimp Flavour,3,24,4.5
1784,Torishi,Hakata Tonkotsu Ramen,3,19,5
1785,Super,Instant Noodles Black Pepper Crab Mi Goreng,2,20,3.5
1786,Nissin,Chow Mein Premium Savory Sauce And Restaurant Quality Noodles Sriracha Flavor,4,36,4.25
1787,Pama,Kua Teaw Segera,3,20,4
1788,Super,Curry Flavour Noodles,2,20,3
1789,Cintan,Mi Segera Mmm... Perisa Ayam Cendawan,3,20,3.5
1790,Super,Kimchi,2,20,4.5
1791,Vit's,Tom Yam Instant Noodles,3,20,4.25
1792,A1,Soup Spices Noodle Mee Rempahan Sup,3,20,3.5
1793,Cintan,Mi Segera Mmm... Perisa Asam Laksa,3,20,3.5
1794,Vit's,Shallot Chicken Instant Noodles,3,20,3
1795,Azami,Kimchee Flavour Noodle Soup,3,5,0
1796,Fujiwara,Salty Taste Chanko Noodle,3,19,4.75
1797,Wai Wai,Instant Rice Vermicelli Crab Flavour,3,34,3.5
1798,iMee,Instant Noodles Vegetable Flavour,3,24,2.75
1799,Thai Smile,Spring Onion Rice Noodle Soup Bowl,1,36,2.5
1800,Crystal Noodle,Soup All Natural Hot & Sour,2,36,0.25
1801,Baijia,Spicy Artificial Fei Chang Instant Vermicelli (New Recipe),3,6,3.75
1802,Nissin,Cup Noodles Ramen Noodles Ramen Noodle Soup Beef Flavor (New Package) ,2,36,3.5
1803,Mama,Vegetarian Instant Noodles Tom Yum Flavour,3,34,4
1804,Thai Chef,Oriental Style Instant Noodles Shrimp Creamy Tom Yum Flavour,3,16,4.75
1805,Mama,Oriental Style Instant Noodles Tandoori Flavour,3,2,4
1806,Cintan,Mi Segera Mmm... Perisa Goreng Ala 18,3,20,3.5
1807,Wai Wai,Tom Yum Goong Flavour Instant Noodle,2,34,3.5
1808,Mama,Vegetarian Instant Cup Noodle Tofu & Shiitake Flavour,2,34,3.5
1809,Marutai,Nagahama Hakata Tonkotsu Ramen,1,19,4.75
1810,MyKuali,Penang White Curry Noodle (New Version),3,20,5
1811,Conimex,Oriental Noodles Oosterse Groenten,3,24,3.5
1812,Master Kong,Mushroom Instant Noodle,1,6,4.25
1813,Nissin,Soba Fried Noodles Curry,3,12,4.25
1814,Koh Thai,Island Of Flavours Tom Yum Instant Noodles Soup,3,24,3
1815,Nakaya Shouten,Hingya no Shio Ramen,3,19,4
1816,Vifon,Asian Style Instant Noodles Artificial Beef Flavor,1,37,3.25
1817,Hao Way,Penang Vegetarian Prawn Instant Bowl Noodles,1,20,4
1818,Sugakiya Foods,Nara Tenri Shoyu Ramen,1,19,4.5
1819,Yum Yum,Premier Bowl Instant Noodles S35i Flavour,1,34,5
1820,Ten-In,Veggie King Buddha Jump Instant Noodles,1,33,1.5
1821,Myojo,Udon 19ese Style Pre-Cooked Noodles With Soup Beef Flavor,1,36,3.25
1822,Mi Sedaap,Mi Kuah Rasa Baso Spesial,3,18,3.5
1823,MyKuali,MeeKuali spicy Fried Noodle,3,20,4
1824,Nongshim,Soon Veggie Noodle Soup,2,36,5
1825,Sichuan Baijia,Broad Noodle Chilli Oil Flavor,3,6,4.5
1826,Mama,Instant Noodles Stewed Beef Flavour,3,4,3.5
1827,Nongshim,Zha Wang ((Jjawang) Noodles With Chajang Sauce,3,31,5
1828,Tseng Noodles,Scallion With Sichuan Pepper  Flavor,3,33,5
1829,Tseng Noodles,Hu Sesame Flavor,3,33,5
1830,Tseng Noodles,Sichuan Pepper Flavor,3,33,4.75
1831,Kuriki,Plum Mayo Ramen,3,19,4
1832,Yum Yum,Instant Flat Shaped Noodles Boat Noodles Nam Tok Flavour,3,34,3.5
1833,Vit's,Instant Noodles With Chicken Flavour,3,20,3.75
1834,Vit's,Taste Of 20 Penang Hokkien Mee Fried Instant Noodle,3,20,5
1835,Vit's,Taste Of 20 Penang Asam Laksa Ramen,3,20,5
1836,Vit's,Taste Of 20 Penang White Curry Fried Instant Noodle,3,20,5
1837,Vit's,Taste Of 20 Penang Hokkien Mee Ramen,3,20,5
1838,Vit's,Taste Of 20 Penang Asam Laksa Fried Instant Noodle,3,20,4.5
1839,Vit's,Taste Of 20 Penang White Curry Ramen,3,20,5
1840,Forest Noodles,Sweet Potato Noodles With Sesame Paste Sauce,3,33,3.25
1841,Forest Noodles,Sunbaked Noodles With Spicy Sauce,3,33,4
1842,Forest Noodles,Purple Sweet Potato Noodles With 33ese Sauce,3,33,5
1843,Forest Noodles,Sunbaked Noodles With Sesame Sauce,3,33,4.5
1844,Seven & I,Gold Sumire Ramen,1,19,5
1845,Mama,Oriental Style Instant Noodles Shrimp Flavour,3,2,3.25
1846,Nissin,Chow Mein Savory Sauce And Restayrant Quality Noodles Roast Chicken Flavor ,4,36,4.5
1847,Conimex,Oriental Noodles Hot & Spicy,3,24,3
1848,MyKuali,Penang Red tom Yum Goong Noodle (New Version),3,20,5
1849,Pama,Instant Rice Vermicelli Clear Soup Flavour,3,20,3.5
1850,Nissin,Raoh Ramen Noodle Soup Umami Miso Flavor,3,36,4.5
1851,Fujiwara,Snow Crab Flavour Shio Ramen,3,19,3.5
1852,Myojo,Udon 19ese Style Precooked Noodles With Soup Hot & Spicy Flavor,1,36,3.25
1853,Bonasia,Instant Noodles Shrimp Flavour,3,16,3.5
1854,Mama,Chinese Kitchen Chinese Style Instant Noodles,3,22,3.5
1855,Daraz,Negi Man Ramen,3,19,3
1856,Indomie,Instant Cup Noodles Mi Goreng Fried Noodles,2,18,5
1857,IbuRamen,Mi Goreng Bento Noodles In A Box Shallot Teriyaki Flavor,4,36,3.25
1858,Myojo,Wantan Men,1,19,5
1859,Mama,Instant Noodles chicken Green Curry Flavour,3,4,5
1860,Nissin,Cupo Noodle Pasta Style Vongole,2,19,2.75
1861,Conimex,Oriental Noodles Groene Curry,2,24,0.5
1862,Ibumie,Always Mi Goreng Perisa Asli,3,20,3.75
1863,Baijia,Broad Noodle Pickled Vegetable Artificial Beef Flavor,3,6,0
1864,Nissin,Raoh Ramen Noodle Soup Umami Tonkotsu Flavor,3,36,5
1865,Mama,Shrimp Tom Yum Flavour Cup Noodles,2,22,3.5
1866,MyKuali,Penang Spicy Prawn Soup Noodle,3,20,5
1867,Yum Yum,Premier Bowl Instant Noodles Stewed Pork Flavour,1,34,4
1868,Marutai,Kuroma-yu Tonkotsu Kumamoto Ramen,1,19,4
1869,Nissin,Soba Fried Noodles Chili,3,12,3.5
1870,Asia Gold,Instant Noodles With Beef Flavouring,3,16,2.75
1871,Nissin,Cup Noodles Minced Pork Flavour,2,34,3.75
1872,Its35i,Hakata Ossyoi,3,19,5
1873,Vedan,Wei Wei A Instant Noodles Chicken Flavor,1,33,0
1874,Ibumie,Always Mi Goreng Perisa Thai Tom Yam,3,20,2.5
1875,Sapporo Ichiban,Tonkotsu Ramen Artificially Flavored Tonkotsu White Chicken Broth,3,36,5
1876,Myojo,Chicken Flavour,3,30,3.75
1877,Myojo,La Ramen Spicy Mushroom Flavour,3,30,4.5
1878,Myojo,Extra Spicy 30 Curry Big Bowl,1,30,5
1879,Myojo,Chicken Tanmen Flavour,3,30,3.5
1880,Myojo,Thai Tom Yam Flavour,1,30,3.75
1881,Myojo,Chicken Abalone Flavour,3,30,3.5
1882,Myojo,La Ramen Spicy Lobster Hot Pot Flavour Big Bowl,1,30,4.75
1883,Myojo,Mee Goreng,3,30,4
1884,Myojo,La Ramen Spicy Mushroom Flavour Big Bowl,1,30,4.5
1885,Myojo,Ramen Char Mee 100,3,30,3
1886,Myojo,Chicken Abalone Flavour,1,30,3.75
1887,Myojo,Mee Poh Dry,3,30,4.25
1888,Nissin,Cup Noodles Kyushu White Flavour,2,30,3.5
1889,MAMA,Rangers Snack Noodles Sour Cream Flavour,3,22,2.75
1890,Kuriki,Beef Tongue Shio Mayo Ramen,3,19,4.5
1891,Nissin,Cup Noodles Homestyle Chicken,2,36,3.5
1892,Ottogi,Cheese Ramen,3,31,4
1893,Nissin,Cup Noodle Sio,2,19,5
1894,MAMA,Rangers Snack Noodles BBQ Flavour,3,22,2.75
1895,Maruchan,Seimen Houjyun Koku Shoyu,1,19,5
1896,Asia Gold,Instant Noodles Duck Flavour,3,16,3.5
1897,Nissin,Cup Noodle Massaman Curry,2,19,3.5
1898,Master Kong,Spicy Fish Noodle,1,6,3
1899,Koh Thai,Island Of Flavours Thai Royal Shrimp Instant Noodles,3,24,1.5
1900,Ibumie,Always Mi Goreng Perisa Kari Kapitan,3,20,5
1901,Prima,Juzz's Mee Original Spicy Flavour,3,30,5
1902,MAMA,Seafood Tom Yum Sichek Flavour,3,22,5
1903,Higashimaru,Tonkotsu Ramen,3,19,4.5
1904,Bonasia,Instant Noodles Duck Flavour,3,16,3
1905,Pirkka,Nuudeli Kana Nudlar Kyckling,3,11,3.5
1906,Vifon,Chicken Flavour Asian Style Instant Noodles,3,37,3.5
1907,Prima Taste,30 Curry Wholegrain La Mian,3,30,5
1908,Nissin,Kuroma-yu Tonkotsu Kumamoto Ramen,1,19,4.75
1909,Asia Gold,Instant Noodles With Chicken Flavouring,3,16,3.5
1910,Nissin,Chow Mein Pad Thai,4,36,3
1911,Nissin,Emergency Chikin Ramen Cup Noodle,2,19,5
1912,MAMA,Instant Noodles Chicken Sichek Flavour,3,22,3.75
1913,Thai Smile,Mushroom Rice Noodle Soup Bowl,1,36,0
1914,Prima,Juzz's Mee Curry Flavour,3,30,5
1915,Its35i,Yuzu Sesame Sauce Udon,1,19,4.5
1916,Nissin,Soba Fried Noodles Teriyaki,3,12,3
1917,IbuRamen,Mi Goreng Bento Noodles In A Box Hot Sweet & Sour Flavor,4,36,0.25
1918,iMee,Instant Noodles chicken Flavour,3,24,3.5
1919,Maruchan,Shiroi Chikara Mochi Udon,1,19,4.5
1920,Its35i,Ramen Tonkotudou Kumamoto Noodles,3,19,0.75
1921,Nissin,Cup Noodles Ramen Noodle Soup Chicken Flavor [New Package],2,36,3.5
1922,Mie Sedaap,Instant Cup Mi Kuah Rasa Baso Spesial,2,18,1.5
1923,Conimex,Oriental Noodles Teriyaki,2,24,0.5
1924,Sichuan Baijia,Broad Noodle Artificial Beef Flavor,3,6,3.5
1925,Prima,Juzz's Mee Creamy Chicken Flavour,3,30,5
1926,Nissin,Bowl Noodles Hot & Spicy Chicken Flavor Less Sodium Ramen Noodle Soup,1,36,4
1927,Marutai,Kogashi Megiiri Tonkotsu Kagoshima Ramen,1,19,3.5
1928,Bamee,Instant Noodles Oriental Style Chicken Flavour,3,34,3
1929,MAMA,Instant Noodles Minced Pork Flavour,3,4,3.5
1930,Koh Thai,Island Of Flavours Lemongrass Instant Noodles Soup,3,24,0.25
1931,Bonasia,Instant Noodles chicken Flavour,3,16,3.75
1932,Love Cook,Guanmiao Dried Noodles With Shallot Flavor,3,33,3.75
1933,Love Cook,Guanmiao Dried Noodles With Authentic Sauce,3,33,4.5
1934,Love Cook,Guanmiao Dried Noodles With Spicy Sauce,3,33,5
1935,Love Cook,Guanmiao Dried Noodles With Oleum Sesami,3,33,3.75
1936,Fortune,Rice Noodle Coconut Curry,3,36,1
1937,MAMA,Chicken Soup Flavour Cup Noodles,2,22,3.75
1938,Nissin,Donbei Kamodashi Soba,1,19,5
1939,MAMA,Instant Noodles Shrimp Creamy Tom Yum Flavour,3,22,5
1940,Nissin,Cup Noodle Pasta Style Bolognese,2,19,5
1941,Unox,Good Noodles Tandoori,3,24,2.5
1942,Ibumie,Always Mi Goreng Perisa Sambal Udang,3,20,3.5
1943,New Touch,Sugomen Niigata Seabura Shoyu Ramen,1,19,5
1944,Wei Lih,GGE Noodle Snack Wheat Crackers Hot Spicy,3,33,5
1945,MAMA,Oriental Style Instant Noodles Masala Flavour,3,2,3.5
1946,Nissin,Raoh Shio Ramen,3,19,4.75
1947,Prima Taste,30 Laksa Wholegrain La Mian,3,30,5
1948,Sichuan Baijia,Artificial Pickled Cabbage Fish Flavor Instant Vermicelli,3,6,1.5
1949,Bamee,Oriental Style Instant Noodles Shrimp Flavour (Tom Yum),3,34,3.5
1950,Fujiwara,Red King Crab Flavour Ramen,3,19,4
1951,Nissin,Cup Noodles Ramen Noodle Soup Hearty Chicken Flavor [New Package],2,36,4.25
1952,Ve Wong,Kung-Fu Brand Instant Oriental Noodle Soup Artificial Beef Flavor,3,33,3.75
1953,Prima Taste,30 Fish Soup La Mian,3,30,5
1954,Koh Thai,Island Of Flavours Spicy Thai Chicken Instant Noodles Soup,3,24,2
1955,Nissin,Raoh Ramen Noodle Soup Umami Soy Sauce Flavor,3,36,4.75
1956,Maruchan,Spicy Tomato Salsa Ramen,2,19,0
1957,MAMA,Cup Vegetarian Instant Noodles Tom Yum Flavour,2,34,4
1958,IbuRamen,Mi Goreng Bento Noodles In A Box Curry Masala Flavour,4,36,4
1959,Myojo,Charumera Shoyu Ramen,3,19,4
1960,Kabuto Noodles,Chilli Chicken Ramen,2,35,4
1961,Kabuto Noodles,Chicken Ramen,2,35,4.25
1962,Kabuto Noodles,Rice Noodles Chicken Pho,2,35,3.5
1963,Kabuto Noodles,Rice Noodles Vegetable Laksa,2,35,3.75
1964,MAMA,Instant Noodles Coconut Milk Flavour,3,22,5
1965,MyKuali,Penang Spicy Prawn Soup Noodle Authentic Taste,3,20,5
1966,Wei Lih,GGE Noodle Snack Wheat Crackers Soy Sauce Ramen,3,33,3.75
1967,Tokushima Seifun,Kinchan Ramen,3,19,4.5
1968,Nissin,Top Ramen Chicken Flavor Ramen Noodle Soup (New Packaging),3,36,3.5
1969,Nongshim,Noodle Soup Seasoned With Real Kimchi,3,36,4.75
1970,MyOri,20 Penang Red Curry Noodle,3,20,5
1971,Fujiwara,Horse Crab Flavour Ramen,3,19,3.5
1972,Doll,Spicy Flavour Instant Mifun,3,15,2.75
1973,Nissin,Cup Noodles Sabor Calabresa,3,3,4.25
1974,Samyang Foods,Cheese Curry Ramyun,3,31,5
1975,Nissin,Soba Fried Noodles Classic,3,12,3.25
1976,Its35i,Kumamoto Spicy Ramen,3,19,4.25
1977,MyOri,20 Penang Green Curry Vermicelli (New Package),3,20,5
1978,CarJEN,Nyonya Curry Laksa (Improved Taste),3,20,5
1979,Nissin,BIG Cup Noodle Ajillo,2,19,3
1980,Suimin,Noodles Witrh Prawn & Chicken Flavour,2,1,3.5
1981,MyKuali,Penang Red tom Yum Goong Noodle Authentic Taste,3,20,5
1982,Master Kong,Assorted Pork Bone Noodle,3,6,4
1983,Tokushima Seifun,Tokushima Ramen,3,19,4
1984,Nissin,Chinese Tan Tan Vermicelli,2,15,5
1985,Prima Taste,30 Prawn Soup La Mian,3,30,5
1986,A-Sha Dry Noodle,Quinoa Noodle With Oyster Sauce And Vegetables,3,33,4.25
1987,Nissin,Yokohama Walker Iekei Ramen,1,19,4.5
1988,MAMA,Instant Noodles Chicken Soup Flavour,3,22,3.5
1989,MyKuali,Penang White curry Noodle Authentic Taste,3,20,5
1990,Nissin,Cup Noodle,2,19,5
1991,Nissin,Cup Noodle Milk Chikin Ramen,2,19,5
1992,Nissin,Cup Noodle Light Plus Ratatouille,2,19,4.5
1993,Nissin,Raoh Tonkotsu,3,19,5
1994,Nissin,Gyoretsu-no-Dekiru-Mise-no-Ramen (Shrimp Tantanmen),1,19,5
1995,Nissin,Cup Noodle Big Cheese Mexican Chilli,2,19,5
1996,Nissin,Cup Noodle Pasta Style Tarako Spaghetti,2,19,4
1997,Nissin,Cup Noodle Vegeta Buta-kyabetsu Tonkotsu,2,19,4.3
1998,Nissin,Men Shokunin Shoyu,1,19,5
1999,Nissin,Curry Udon,2,19,5
2000,Nissin,Chikin Ramen Donburi,1,19,5
2001,Nissin,Cup Noodle Big Seafood Clam Chowder,2,19,4
2002,Nissin,Cup Noodles Tom Yum Goong,2,19,3.8
2003,Nissin,Raoh Rich Miso Flavor,1,19,5
2004,Nissin,Donbei Dashi Shoyu Yakiudon,1,19,3.75
2005,A-Sha Dry Noodle,Hakka Spicy Barbeque Sauce,3,33,4.5
2006,Kamfen,Wonton Noodles Beef Flavour,1,15,3.75
2007,Nongshim,Rice Fettucini Alfredo,3,36,3.75
2008,Sichuan Baijia,Hot spicy Flavor Instant Vermicelli,1,6,3.5
2009,Conimex,Oriental Noodles Soto Ajam,2,24,3
2010,MAMA,Rangers Snack Noodles Popcorn Flavour,3,22,3.75
2011,Trident,2 Minute Laksa Flavour Noodles,3,1,2
2012,MAMA,Vegetarian Instant Noodles Shiitake Flavour,3,34,2
2013,Great Value,Beef Style Ramen Noodles,3,5,3.5
2014,Oni Hot Pot,Ghost Pepper Noodle,3,33,4.5
2015,E-Zee,Perisa Kari Mi Segera (Improved Taste),3,20,5
2016,Great Value,Chicken Style Noodles With Vegetables,2,5,3.5
2017,Samyang Foods,Honey & Cheese Big Bowl,1,31,0
2018,Pulmuone,Noodle With Spicy Oyster Soup,3,31,4
2019,Acecook,Seabura Tonkotsu Ramen,2,19,3.75
2020,Kang Shi Fu,Artificial Roasted Beef,3,6,3.5
2021,Urban Noodle,Authentic Street Food Satay,2,35,5
2022,Urban Noodle,Authentic Street Food Thai Red Curry,2,35,3
2023,Urban Noodle,Authentic Street Food Black Bean,2,35,0
2024,Urban Noodle,Authentic Street Food Pad Thai,2,35,2.5
2025,Urban Noodle,Authentic Street Food Chow Mein,2,35,2
2026,MyKuali,Penang White Curry Authentic Taste Cup,2,20,4.75
2027,Nissin,Shinshu Miso Ramen,1,19,5
2028,Maruchan,"Sopa Maruchan Sabor a Camaron, Limon y Habanero",3,21,3.5
2029,Singa-Me,Instant Noodles Beef Flavour,2,1,2
2030,Myojo,Charumera Atyificial Tonkotsu Shouyu Flavor,3,19,3.75
2031,CarJEN,Otentiq Cheezy Curry Instant Noodles (Improved Taste),3,20,5
2032,Kamfen,Noodle King Artificial Beef Soup Flavored,1,15,3.75
2033,Chaudhary's Wai Wai,Instant Noodles Artificial Chicken & Shrimp Flavored,3,17,2.5
2034,Fantastic,Noodles Oriental Flavour,2,1,3.25
2035,Acecook,Maru Uma Curry Udon,2,19,3.5
2036,A-Sha Dry Noodle,Hakka BBQ Sauce Noodle,3,33,4.25
2037,Migawon,Hovenia Ramen Vegetable Flavor,3,31,3.5
2038,A1,Vegetarian Herbal Noodle,3,20,1.5
2039,Tokushima Seifun,Yakibuta Ramen,1,19,5
2040,Nissin,Cup Noodles Sabor Franhp Com Requeijao,2,3,5
2041,Master Kong,Tomato Sauce Instant Noodle,3,6,4.5
2042,Suimin,Noodles Mi Goreng,2,1,4.3
2043,ORee Garden,20 Green Curry Noodle,1,20,5
2044,Doll,Hello Kitty Dim Sum Noodle 19ese Soy Sauce Flavour,2,15,3
2045,Great Value,Chicken Style Ramen Noodles,3,5,3.5
2046,E-Zee,Perisa Asam Pedas Mi Segera,3,20,4
2047,Oni Hot Pot,XO Sauce Noodle,3,33,5
2048,Acecook,Kadomen Koikoku Tonkotsu,1,19,3.8
2049,Ottogi,Ramyon Sabor A Res,3,21,4
2050,MyKuali,Penang Red Tom Yum Goong Noodle Authentic Taste,2,20,5
2051,Master Kong,Artificial Pork Ribs Flavour Instant Noodle,3,6,3.5
2052,Indomie,Pop Mie Mi Instan Cup Rasa Ayam,2,18,3.5
2053,Maruchan,Instant Lunch Sriracha Chicken Flavor Ramen Noodle Soup,2,36,3.75
2054,Suimin,Noodles Curried Prawn Flavour,2,1,3.25
2055,Nissin,Tokyo Tokunou Gyokai Tonkotsu,1,19,5
2056,Koyo,Garlic Pepper Reduced Sodium Ramen,3,36,0
2057,Nissin,RapiFideo Sabor A Chile Y Limon,2,21,3.75
2058,Zow Zow,Instant Noodle Shrimp Tom Yam Flavoured,3,34,3.75
2059,Four Seas,Beef And Radish Flavour Instant Noodle,3,15,2.5
2060,Nissin,Cup Noodle Light+ Cheese Fondue,2,19,5
2061,Kamfen,Dried Mix Noodles Scallop Seafood Flavoured,4,15,4.25
2062,Ottogi,Ramyon Sabor Mariscos,3,21,3.75
2063,Mamee,Pepper Noodles Vegetarian,3,15,3.25
2064,Nongshim,Arrabiata Rice Bucatini,3,36,5
2065,Four Seas,Kung Tak Lam Vegetarian Noodle (Mushroom),3,15,3
2066,Marutai,Hakata Tonkotsu Ramen,3,19,5
2067,Samyang Foods,Fresh Jjajang,3,31,4.5
2068,Maggi,Fusian Special Edition Ow... Ow... Spicy Cow Mi Goreng,3,1,5
2069,Doll,Instant Noodle Vegetarian Flavour,3,15,3.75
2070,Tokushima Seifun,Negi Ramen,1,19,1.75
2071,A-Sha Dry Noodle,Tainan Noodle Original Sauce,3,33,5
2072,Maruchan,Bowl Taste Of Asia Beef Flavor S35iyaki Ramen,1,36,5
2073,Great Value,Spicy Ramen Noodles,3,5,4
2074,Nissin,Cup Noodles Sabor Pollo Habanero Y Limon Sopa Instantanea,2,21,3.5
2075,Mi Sedaap,Mi Segera Mi Goreng Ayam Krispi,3,18,4.5
2076,Nissin,Demae Iccho Black Garlic Oil Tonkotsu,1,15,3.75
2077,Nissin,Cup Noodles Big Spicy Seafood Flavour,2,15,5
2078,Nissin,Demae Iccho Curry Beef Flavour,2,15,4
2079,Nissin,Nupasta Carbonara Flavour Instant Noodle,2,15,5
2080,F35u,Non-Fried Superior Soup Noodle,3,15,4
2081,Nissin,Cup Mifun Spicy Beef Flavour,2,15,4
2082,Nissin,Cup Noodles Pork Chowder Flavour,2,15,4
2083,Nissin,Taisho Fried Noodle Sesame Paste Flavour Instant Noodle,3,15,5
2084,Nissin,Demae Ramen Straight Noodle Kyushu Tonkotsu Instant Noodle,3,15,5
2085,F35u,Superior Soup Instant Rice Vermicelli,1,15,5
2086,Nissin,Demae Ramen Sesame Flavour Instant Noodles,3,15,5
2087,Nissin,Mie Goreng 18 Stir Noodle Original Flavour,3,15,4
2088,Nissin,Demae Iccho Beef Flavour Instant Noodle,1,15,4
2089,Nissin,Big Cup Noodles Seafood Curry Flavour,2,15,5
2090,Nissin,Nupasta Salmon In White Sauce Flavour Instant Noodle,3,15,5
2091,MyKuali,Penang Hokkien Prawn Noodle Authentic Taste,2,20,5
2092,Doll,Instant Noodle Preserved Vegetable Flavour,3,15,4
2093,Oni Hot Pot,Seaweed Flavour Noodle,3,33,2
2094,Nongshim,Champong Noodle Soup Spicy Seafood Flavor,3,31,5
2095,Nissin,Straits Kitchen Laksa,3,30,5
2096,Maruchan,Seimen No35ou Toro Tonkotsu,1,19,4
2097,CarJEN,Otentiq Cheezy Mushroom Instant Noodles (Improved Taste),3,20,5
2098,Nongshim,Kimchi Flavor Noodle Soup,2,36,5
2099,Sanpo,Yakibuta Ramen,1,19,4
2100,Myojo,Mee Goreng Original Flavour,3,30,4
2101,Samyang Foods,Pojangmacha Udon,3,31,4
2102,Nissin,Cup Noodles 30 Laksa,2,19,5
2103,Roland,Ramen 19ese Style Quick-Cooking Alimentary Paste With Beef Artificially Flavored Soup Base,3,36,0
